index,text_a,text_b,preferred_text
3956,"import sys
input = sys.stdin.readline

MOD = 998244353
K, N = map(int, input().split())
fact = [1] * (2 * K + 1)
fact_inv = [1] * (2 * K + 1)
for i in range(1, 2 * K + 1):
    fact[i] = fact[i - 1] * i % MOD
    fact_inv[i] = pow(fact[i], MOD - 2, MOD)

def comb(n, r):
    if n < r or r < 0:
        return 0
    return fact[n] * fact_inv[r] * fact_inv[n - r] % MOD

def solve(i):
    res = 0
    for j in range(i // 2 + 1):
        res += comb(N, j) * comb(N - j + K - 1, N) % MOD
        res %= MOD
    return res

for i in range(2, K + 1):
    print(solve(i) * 2 % MOD)
for i in range(K + 1, 2 * K):
    print((solve(i) * 2 - comb(N, i - K) * comb(N + K - 1, N) % MOD + MOD) % MOD)
","from collections import defaultdict,deque
import sys,heapq,bisect,math,itertools,string,queue,datetime
sys.setrecursionlimit(10**8)
INF = float('inf')
mod = 998244353
eps = 10**-7
def inp(): return int(input())
def inpl(): return list(map(int, input().split()))
def inpls(): return list(input().split())

K,N = inpl()
MAX = K+N+10
fac = [1]*(MAX+1)
for i in range(1,MAX+1):
	fac[i] = (fac[i-1]*i)%mod

gyakugen = [1]*(MAX+1)
gyakugen[MAX] = pow(fac[MAX],mod-2,mod)
for i in range(MAX,0,-1):
	gyakugen[i-1] = (gyakugen[i]*i)%mod

def Comb(n,k):#nCk
	return (fac[n]*gyakugen[k]*gyakugen[n-k])%mod

#K=k,N=n,0pair = 0
def calc(k,n,i):
	#i=2に帰着させる
	pairs = (i-2)//2
	k -= pairs
	n -= pairs

	#色々と例外処理
	if n < 0 or k <= 0:
		return 0
	elif k == 1 and n >= 2:
		return 0

	if n == 0: 	 #球が0個なら1通り
		ans = 1
	else:
		ans = 0
		#i=2の時の数え上げ
		for x in range(2):
			ball = n-x	#球
			box = k-1	#箱
			ans += Comb(box-1+ball,ball)%mod

	ans *= pow(2,pairs,mod)	#0pairの選び方
	return ans % mod

ans = []
for i in range(2,K+2):
	if i%2 == 0:
		pairs = (i-2)//2
		tmp = 0
		for p0 in range(pairs+1): #p0 = 0pairの数
			tmp1 = calc(K-p0*2 , N , i-p0*2) %mod #k-p0*2,i-p0*2で0pairが0組
			tmp2 = Comb(pairs,p0) %mod #0pairの選び方
			tmp += tmp1 * tmp2
			tmp %= mod
	ans.append(tmp)
	print(tmp)

ans = ans[::-1]
for i in range(1,K):
	print((ans[i]))
",text_b
3957,"import sys
from collections import deque
input = sys.stdin.readline
n, k = map(int, input().split())
univ = [0] * (n + 1)
for u in map(int, input().split()):
    univ[u] = 1
g = [[] for _ in range(n + 1)]
for _ in range(n - 1):
    u, v = map(int, input().split())
    g[u].append(v)
    g[v].append(u)
q = deque([1])
p = [0] * (n + 1)
used = [0] * (n + 1)
used[1] = 1
while q:
    v = q.popleft()
    for to in g[v]:
        if not used[to]:
            used[to] = 1
            p[to] = v
            q.append(to)
for v in range(n, 0, -1):
    univ[p[v]] += univ[v]
print(sum(sorted(univ, reverse=True)[:k]))
","def bfs(source):
    q = [0] * (n + 1);
    fa = [-1] * n
    l, r = [1] * 2
    fa[source] = source
    q[1] = source
    while l <= r:
        x = q[l]
        l += 1
        for y in e[x]:
            if  fa[y] == -1:
                fa[y] = x
                r += 1
                q[r] = y
    i = r;
    while i >= 1:
        x = q[i]
        for y in e[x]:
            if fa[y] == x:
                sum[x] += sum[y]
                dp[x] += dp[y] + min(sum[y], m - sum[y])
        i -= 1

n, m =[int(x) for x in input().split()]
m <<= 1
t = [int(x) for x in input().split()]
e = [list() for i in range(n)]
sum = [0] * n
dp = [0] * n
#print(len(e), e)
for i in range(n - 1):
    x, y = [int(a) for a in input().split()]
    e[x - 1].append(y - 1)
    e[y - 1].append(x - 1)
for x in t:
    sum[x - 1] = 1
bfs(0)
print(dp[0])",text_b
3958,"s = input().strip()
n = len(s)
a, b = [], []
res = [[] for _ in range(n)]
for i in range(n):
    if s[i] == '0':
        if len(b) == 0:
            a.append(i)
        else:
            x = b.pop()
            a.append(x)
        res[a[-1]].append(i+1)
    else:
        if len(a) == 0:
            print(-1)
            exit(0)
        else:
            x = a.pop()
            b.append(x)
        res[b[-1]].append(i+1)
if len(a) < len(b):
    print(-1)
else:
    print(len(a))
    for i in range(len(a)):
        print(len(res[i]), *res[i])
","s = input() 
zero = set() # 前面的一个以0结尾的串的索引
one  = set() # 前面的一个以1结尾的串的索引
ans  = []    # 结果的串
for i in range(0,len(s)):
    if(s[i] == '0'):
        if one:
            k = one.pop()
            zero.add(k)
            ans[k].append(i+1)
        else:
            zero.add(len(ans))
            ans.append([i+1])
    else:
        if not zero:
            print(-1)
            return
        k = zero.pop()
        one.add(k)
        ans[k].append(i+1)
if(one):
    print(-1)
    return
print(len(ans))
print('\n'.join([str(len(x))+' '+' '.join(map(str,x)) for x in ans]))
",text_b
3959,"from collections import defaultdict
from math import factorial
mod = 10**9+7

n, m = map(int,input().split())
pokemons = defaultdict(list)

for _ in range(n):
    gym = list(map(int,input().split()))[1:]
    gym.sort()
    for i in range(len(gym)):
        pokemons[gym[i]].append(i+1)

pokemons = sorted(pokemons.values())

answer = 1
count = 1

for i in range(1,len(pokemons)):
    if pokemons[i] == pokemons[i-1]:
        count += 1
    else:
        answer = answer * factorial(count) % mod
        count = 1

answer = answer * factorial(count) % mod

print(answer)
","import sys
from collections import defaultdict, Counter

P = 10 ** 9 + 7

def factmod(n):
    res = 1
    for i in range(2, n+1):
        res *= i
        res %= P

    return res

def solve():
    n, m = list(map(int, input().split()))
    colour = {i:0 for i in range(1, m+1)}
    colour_map = {}
    for i, line in enumerate(sys.stdin):
        A = [int(x) for x in line.split()]
        count = Counter(A)

        if count[A[0]] == 1:
            count.pop(A[0])
        else:
            count[A[0]] -= 1

        for c in count:
            p = (colour[c], i, count[c])
            if p in colour_map:
                colour[c] = colour_map[p]
            else:
                colour[c] = colour_map[p] = len(colour_map) + 1

    count = Counter(list(colour.values()))

    res = 1
    for c in count:
        res *= factmod(count[c])
        res %= P

    return res

print(solve())
",text_b
3960,"n = int(input().strip())
a = list(map(int,input().strip().split()))
b = [0]*(n-1)
for i in range(n-1):
    b[i] = abs(a[i]-a[i+1])*(-1)**i
c = [0]*(n-1)
d = [0]*(n-1)
c[0] = b[0]
d[0] = -b[0]
for i in range(1,n-1):
    c[i] = max(b[i],c[i-1]+b[i])
    d[i] = max(-b[i],d[i-1]-b[i])
print(max(max(c),max(d)))
","n = int(input())
l = tuple(map(int, input().split()))

a = []
for i in range(n - 1):
    a.append(abs(l[i] - l[i + 1]))

ev = [(a[i] if i % 2 == 0 else -a[i]) for i in range(n - 1)]
od = [-i for i in ev]
od[0] = 0

dp = [ev[0]]
st = [""ev""]

# print(a)
# print(ev)
# print(od)

vmax = dp[0]

evsum = evans = 0
odsum = odans = 0

for i in range(0, n - 1):
    evsum += ev[i]
    odsum += od[i]
    evans = max(evsum, evans)
    odans = max(odsum, odans)
    if evsum < 0 and i % 2 == 1:
        evsum = 0
    if odsum < 0 and i % 2 == 0:
        odsum = 0

# print(evans, odans)

print(max(evans, odans))
",text_b
3961,"n = int(input())
p = list(map(int, input().split()))
p = [0] + p
dp = [0]*(n+2)
s = [0]*(n+2)
mod = 10**9+7
for i in range(1, n+1):
    dp[i] = (2*dp[i-1] - dp[p[i]-1] + 2) % mod
print(dp[n])
","n,a= int(input()),list(map(int,input().split()))
f,m= [0]*(n+1),10**9+7
for i in range(n):
	if a[i]==i+1:
		f[i+1]=f[i]+2
	else:
		f[i+1]=(2+f[i]*2-f[a[i]-1])%m
print(f[n]%m)
",text_b
3962,"n = int(input())
l = []
r = []
for _ in range(n):
    a, b = map(int, input().split())
    l.append(a)
    r.append(b)
l.sort()
r.sort()
print(max(sum(l), sum(r)) + n)
","import sys
input = sys.stdin.readline

n=int(input())
lr=[list(map(int,input().split())) for i in range(n)]

L=[lr[i][0] for i in range(n)]
R=[lr[i][1] for i in range(n)]
L.sort()
R.sort()

ANS=0

for i in range(n):
    ANS+=max(L[i],R[i])

print(ANS+n)
",text_b
3963,"import sys
from collections import defaultdict
from itertools import accumulate
from operator import mul
mod = 10**9+7
n = int(input())
a = list(map(int,input().split()))
b = list(map(int,input().split()))
m = int(input())
a = [1]+a
b = [0]+b
c = [0]*(n+1)
for i in range(1,n+1):
    c[i] = c[i-1]+b[i]
    if a[i]>20 or a[i-1]*a[i]>m:
        a[i] = min(a[i],m//a[i-1]+1)
dp = [0]*(m+1)
dp[0] = 1
for i in range(1,n+1):
    ndp = [0]*(m+1)
    for j in range(m+1):
        l = max(0,j-a[i]*b[i])
        r = min(c[i-1],j)+1
        if l<r:
            ndp[j] = (dp[r-1]-(dp[l-1] if l else 0))%mod
    dp,ndp = ndp,dp
    dp[0] = 1
    for j in range(1,m+1):
        dp[j] = (dp[j-1]+dp[j])%mod
print(dp[m])
","p = 1000000007

n = int(input())
a = list(map(int, input().split()))
b = list(map(int, input().split()))
m = int(input())

d = [1] * 300001
td = [0] * 300001
L = b[0]
for i in range(1, n):
	if a[i - 1] != 1:
		t = m % a[i - 1]
		if L < t:
			print(0)
			return
		m //= a[i - 1]
		for j in range((L - t) // a[i - 1] + 1):
			d[j] = d[t]
			t += a[i - 1]
		L = j
	k = 0
	for j in range(L + b[i] + 1):
		if j <= L:
			k += d[j]
		k %= p
		td[j] = k
		if j >= b[i]:
			k -= d[j - b[i]]
	L += b[i]
	for j in range(L + 1):
		d[j] = td[j]
print(d[m] if m <= L else 0)",text_b
3964,"def solve():
    n, m, b, mod = map(int, input().split())
    a = list(map(int, input().split()))
    dp = [[0]*(b+1) for _ in range(m+1)]
    dp[0][0] = 1
    for i in range(n):
        for j in range(1, m+1):
            for k in range(a[i], b+1):
                dp[j][k] = (dp[j][k] + dp[j-1][k-a[i]]) % mod
    print(sum(dp[m]) % mod)

solve()
","def main():
    n, m, b, mod = list(map(int, input().split()))
    row_zero = [1] + [0] * b
    b += 1
    dp = [[0] * b for _ in range(m)]
    for a in list(map(int, input().split())):
        cur = row_zero
        for nxt in dp:
            for i, u in zip(list(range(a, b)), cur):
                nxt[i] = (nxt[i] + u) % mod
            cur = nxt
    print(sum(dp[-1]) % mod)


def __starting_point():
    main()

__starting_point()",text_b
3965,"n = int(input())
p = list(map(int, input().split()))
vowels = ['a', 'e', 'i', 'o', 'u', 'y']
for i in range(n):
    line = input()
    syllables = sum([1 for c in line if c in vowels])
    if syllables != p[i]:
        print('NO')
        break
else:
    print('YES')
","#!/usr/bin/env python3


def main():
    n = int(input())
    ps = [int(x) for x in input().split()]
    v = set('aeiouy')
    for p in ps:
        s = input()
        ss = sum(1 for x in s if x in v)
        if ss != p:
            print('NO')
            return
    print('YES')


def __starting_point():
    main()

__starting_point()",text_b
3966,"n = int(input())
a = list(map(int, input().split()))
a.sort()
s = sum(a)
res = s
for i in range(n-1):
    s -= a[i]
    res += s + a[i]
print(res)
","n = int(input())
a = sorted(list(map(int, input().split())))

ans = 0
if n == 1:
    ans = a[0]
else:
    mult = 2
    for i in range(n - 1):
        ans += mult * a[i]
        mult += 1
    ans += (mult - 1) * a[-1]
print(ans)

",text_b
3967,"def solve():
    n, k = map(int, input().split())
    a = list(map(int, input().split()))
    a.sort()
    s = [0]*(n+1)
    for i in range(n):
        s[i+1] = s[i] + a[i]
    l = 1
    r = 10**9+1
    while r - l > 1:
        m = (l + r) // 2
        t = 0
        for i in range(n):
            t += (a[i] + m - 1) // m
        if t <= k:
            r = m
        else:
            l = m
    print(r)

solve()
","import itertools

unfold = itertools.chain.from_iterable

speedup = 400000

def jumps(a):
    d = speedup
    while d < a - 1:
        c = (a + d - 1) // d
        d = (a + c - 2) // (c - 1)
        yield d


def calc(d):
    return sum(d - 1 - (i - 1) % d for i in a)

def ans():
    for d, pd in zip(D, D[1:]):
        d -= 1
        cd = calc(d)
        if cd <= k:
            return d
        if d == pd:
            continue
        cpd = calc(pd)
        if d - pd >= (cd - k) * (d - pd) / (cd - cpd):
            return d - (cd - k) * (d - pd) / (cd - cpd)
    return 1

n, k = map(int, input().split())
a = list(map(int, input().split()))
speedup = min(speedup, 2 * int(max(a) ** 0.5))

D = sorted(set(range(1, speedup + 1)).union([max(a) + k + 1]).union(set(
    unfold(map(jumps, a)))), reverse=True)
    
print('%d' % ans())",text_b
3968,"import heapq

def solve():
    N, D = map(int, input().split())
    C, *infected = map(int, input().split())
    infected = set(infected)
    people = [list(map(int, input().split())) + [i+1] for i in range(N)]
    people.sort()

    infected_times = [(t, i) for s, t, i in people if i in infected]
    heapq.heapify(infected_times)

    for _ in range(D):
        new_infected = []
        while people and people[0][0] <= (infected_times[0][0] if infected_times else float('inf')):
            s, t, i = people.pop(0)
            if infected_times and infected_times[0][0] <= s:
                _, j = heapq.heappop(infected_times)
                infected.add(j)
            if i not in infected:
                new_infected.append((t, i))
        for t, i in new_infected:
            heapq.heappush(infected_times, (t, i))

    print(*sorted(infected))

solve()
","n=int(input())
a=input().split()
ones=a.count(""1"")
twos=n-ones
if ones==0 or twos==0:
    print("" "".join(a))
else:
    print(""2 1""+"" 2""*(twos-1)+"" 1""*(ones-1))",text_b
3969,"n, m = map(int, input().split())
plants = [0]*n
for i in range(n):
    s, x = map(float, input().split())
    plants[i] = int(s)
dp = [1]*n
for i in range(n):
    for j in range(i):
        if plants[i] >= plants[j]:
            dp[i] = max(dp[i], dp[j]+1)
print(n - max(dp))
","n, m = map(int, input().split())
t = [int(input().split()[0]) for i in range(n)]
p = [0] * (m + 1)
for i, j in enumerate(t): p[j] = min(p[j], min(p[: j])) - 1
print(n + min(p))",text_b
3970,"def k_multiple_free_set():
    n, k = map(int, input().split())
    a = list(map(int, input().split()))
    a.sort()
    used = [False]*n
    ans = 0
    for i in range(n):
        if not used[i]:
            ans += 1
            if a[i]*k in a:
                used[a.index(a[i]*k)] = True
    print(ans)

k_multiple_free_set()
","n, k = map(int, input().split())
t = list(map(int, input().split()))
if k == 1: print(len(set(t)))
else:
    p = [set() for i in range(30)]
    for i in t:
        j = 0
        while i % k == 0:
            i //= k
            j += 1
        p[j].add(i)
    for j in range(1, 30):
        p[j] -= p[j - 1]
    print(sum(len(i) for i in p))",text_b
3971,"from collections import Counter

n = int(input())
a = list(map(int, input().split()))
c = Counter(a)
dp = [0]*(max(a)+1)
for i in range(min(a), max(a)+1):
    dp[i] = max(dp[i-2] + i*c[i], dp[i-1])
print(dp[-1])
","""""""
Codeforces Contest 260 Div 1 Problem A

Author  : chaotic_iak
Language: Python 3.3.4
""""""

def main():
    n, = read()
    ar = read()
    a = [0] * 100001
    for i in ar: a[i] += 1

    dp = [0] * 100001
    dp[1] = a[1]
    for i in range(2, 100001):
        dp[i] = max(a[i] * i + dp[i-2], dp[i-1])
    print(dp[-1])

################################### NON-SOLUTION STUFF BELOW

def read(mode=2):
    # 0: String
    # 1: List of strings
    # 2: List of integers
    inputs = input().strip()
    if mode == 0: return inputs
    if mode == 1: return inputs.split()
    if mode == 2: return map(int, inputs.split())

def write(s=""\n""):
    if isinstance(s, list): s = "" "".join(map(str, s))
    s = str(s)
    print(s, end="""")

main()",text_b
3972,"MOD = 10**9+7
n = int(input())
dp = [0]*(n+1)
dp[1] = 1
s = 1
for i in range(2,n+1):
    dp[i] = (dp[i-1] + s - dp[i-2]) % MOD
    s = (s + dp[i]) % MOD
print((pow(n, n, MOD) - s + dp[n-1]) % MOD)
","# dp[i] := i 項目以降を見たときの場合の数
#       = dp[i+1] + (Σ_{3<=d<=N-1} dp[i+d]) + (n-1)**2

# i 項目と i+1 項目について、
#   (1) i 項目が 1 の場合
#   (2) i 項目が 1 で無く、i+1 項目が 1 の場合
#   (3) i 項目も i+1 項目も 1 で無い場合
# で場合分けしてそれぞれを足している
# これを累積和で高速化する

# 初期化がややこしい

N = int(input())
mod = 10**9+7
dp = [N] * (N+1)
dp[N-1] = N
dp[N-2] = N*N
c = N * (N+1) + N-1
const = (N-1)**2
for i in range(N-3, -1, -1):
    ans = c - dp[i+2] + const
    dp[i] = ans
    c = (c + ans - 1) % mod
print((dp[0]%mod))
",text_b
3973,,"n,m=map(int,input().split())
A=[int(i)-1 for i in input().split()]
ds=[0]*m
de=[[] for i in range(m)]
h,dec=0,0
for i in range(n-1):
  if A[i+1]-A[i]>0:
    h+=A[i+1]-A[i]
  else:
    h+=A[i+1]+1
    dec+=1
  de[A[i+1]].append((i,(A[i+1]-A[i])%m))
for i in range(m):
  for a in de[i]:
    ds[(i-a[1]+1)%m]+=1
ans=float(""inf"")
for i in range(m):
  for a in de[i]:
    h+=a[1]-1
    dec-=1
  h-=dec
  ans=min(h,ans)
  if i<=m-2:
    dec+=ds[i+1]
  
print(ans)",text_b
3974,"def min_people(s):
    people = 0
    max_people = 0
    for i in s:
        if i == '+':
            people += 1
        else:
            if people == 0:
                max_people += 1
            else:
                people -= 1
    return max_people + people

s = input().strip()
print(min_people(s))
","m,p,c=0,0,0
s=(input())
for i in  s:
    if i=='-':
        c-=1
    else:
        c+=1    
    m=min(m,c)
    p=max(p,c)
print(p-m)
",text_b
3975,"import sys
from collections import deque
input = sys.stdin.readline
n = int(input())
g = [0]*n
val = [0]*n
typ = [0]*n
for i in range(n):
    a = list(input().split())
    if a[0] == 'IN':
        typ[i] = 0
        val[i] = int(a[1])
    else:
        if a[0] == 'AND':
            typ[i] = 1
        elif a[0] == 'OR':
            typ[i] = 2
        elif a[0] == 'XOR':
            typ[i] = 3
        else:
            typ[i] = 4
        g[i] = list(map(int, a[1:]))
        g[i] = [x-1 for x in g[i]]
rev = [[] for _ in range(n)]
for i in range(n):
    for j in g[i]:
        rev[j].append(i)
q = deque([0])
used = [0]*n
while q:
    v = q.popleft()
    used[v] = 1
    for to in rev[v]:
        if not used[to]:
            q.append(to)
for v in range(n-1, -1, -1):
    if typ[v] == 0:
        continue
    elif typ[v] == 1:
        val[v] = val[g[v][0]] & val[g[v][1]]
    elif typ[v] == 2:
        val[v] = val[g[v][0]] | val[g[v][1]]
    elif typ[v] == 3:
        val[v] = val[g[v][0]] ^ val[g[v][1]]
    else:
        val[v] = val[g[v][0]] ^ 1
val1 = val[0]
val2 = [0]*n
for v in range(n):
    if typ[v] == 0:
        continue
    elif typ[v] == 1:
        val2[v] = val2[g[v][0]] & val[g[v][1]] | val[g[v][0]] & val2[g[v][1]]
    elif typ[v] == 2:
        val2[v] = val2[g[v][0]] | val[g[v][1]] | val[g[v][0]] | val2[g[v][1]]
    elif typ[v] == 3:
        val2[v] = val2[g[v][0]] ^ val[g[v][1]] ^ val[g[v][0]] ^ val2[g[v][1]]
    else:
        val2[v] = val2[g[v][0]] ^ 1
for i in range(n):
    if typ[i] == 0:
        print((val1 ^ val2[0]) ^ (val[i] ^ 1), end='')
","import sys
n=int(input())
f={
 'AND':(lambda a:a[0]&a[1]),
 'OR':(lambda a:a[0]|a[1]),
 'XOR':(lambda a:a[0]^a[1]),
 'NOT':(lambda a:a[0]^1),
}
g={'0':(lambda a:0), '1':(lambda a:1)}
d=[(g[v[0]],[]) if o=='IN' else (f[o],[int(a)-1 for a in v]) for o,*v in map(str.split,sys.stdin.read().strip().split('\n'))]
t=[0]
for i in t:
 t.extend(d[i][1])
v=[0 for _ in range(n)]
for i in t[::-1]:
 o,a=d[i]
 v[i]=o([v[x] for x in a])
f=[0 for _ in range(n)]
f[0]=1
for i in t:
 if f[i]<1: continue
 o,a=d[i]
 b=[v[x]for x in a]
 assert o(b)==v[i]
 for j,k in enumerate(a):
  b[j]^=1
  f[k]=(o(b)!=v[i])
  b[j]^=1
print(''.join(str(f[i]^v[0]) for i in range(n) if not d[i][1]))",text_b
3976,"from collections import Counter
from sys import stdin, stdout

n, m, p = map(int, stdin.readline().split())
a = list(map(int, stdin.readline().split()))
b = list(map(int, stdin.readline().split()))

b_counter = Counter(b)
res = []
for i in range(p):
    a_counter = Counter(a[i:i + m * p:p])
    for j in range(i, n, p):
        if a_counter == b_counter:
            res.append(j // p - m + 2)
        if j + p < n:
            a_counter[a[j + p]] += 1
        a_counter[a[j]] -= 1
        if a_counter[a[j]] == 0:
            del a_counter[a[j]]
stdout.write(str(len(res)) + '\n' + ' '.join(map(str, sorted(res))) + '\n')
","from collections import defaultdict

n, m, p = map(int, input().split())
a = list(map(int, input().split()))
b = list(map(int, input().split()))

u = defaultdict(int)
for i in b: u[i] += 1

ans = []
for q in range(p):
    c = a[q: n: p]
    if len(c) < m: break

    v = defaultdict(int)
    for i in c[: m]: v[i] += 1

    d = q + 1
    if u == v: ans.append(d)

    for j, k in zip(c[: len(c) - m], c[m: ]):
        v[j] -= 1
        if v[j] == 0: v.pop(j)
        v[k] += 1

        d += p
        if u == v: ans.append(d)

ans.sort()
print(len(ans))
print(' '.join(map(str, ans)))",text_b
3977,"from collections import defaultdict
n, m, k = map(int, input().split())
gov = list(map(int, input().split()))
edges = defaultdict(list)
for _ in range(m):
    u, v = map(int, input().split())
    edges[u].append(v)
    edges[v].append(u)
visited = [0]*(n+1)
comp = []
for node in gov:
    stack = [node]
    visited[node] = 1
    size = 0
    while stack:
        v = stack.pop()
        size += 1
        for u in edges[v]:
            if not visited[u]:
                visited[u] = 1
                stack.append(u)
    comp.append(size)
comp.sort()
comp[-1] += n - sum(comp)
print(sum(x*(x-1)//2 for x in comp) - m)
","def cin():
    return list(map(int, input().split()))

def dfs(n):
    if not C[n]:
        C[n]=True
        s[0]+=1
    for i in B[n]:
        if not C[i]:dfs(i)

n,m,k=cin()
A=cin()
A=[i-1 for i in A]
B=[list([]) for i in range(n)]
C=[False for i in range(n)]
ans=mx=0
for i in range(m):
    a,b=[i-1 for i in cin()]
    B[a].append(b)
    B[b].append(a)

for i in range(k):
    s=[0]
    dfs(A[i])
    ans+=s[0]*(s[0]-1)//2
    mx=max(mx,s[0])

ans-=mx*(mx-1)//2
for i in range(n):
    if not C[i]:
        s=[0]
        dfs(i)
        mx+=s[0]

print(ans-m+mx*(mx-1)//2)
",text_b
3978,"n = int(input())
a = list(map(int, input().split()))
a.sort()
cnt = [0]*101
for i in range(n):
    if cnt[a[i]] == 0:
        for j in range(a[i], 101, a[i]):
            cnt[j] = 1
print(sum(cnt))
","n = int(input())
A = list(map(int, input().split()))
A.sort()
B = [0] * n
ans = 0
for i in range(n):
    if B[i] == 0:
        ans += 1
        B[i] = 1
        for j in range(n):
            if A[j] % A[i] == 0:
                B[j] = 1
print(ans)",text_b
3979,"import sys
from collections import defaultdict
from heapq import *

n, m = map(int, input().split())
words = [list(map(int, input().split()))[1:] for _ in range(n)]
graph = defaultdict(list)
indegree = [0] * (m + 1)
outdegree = [0] * (m + 1)
capital = [0] * (m + 1)
for i in range(n - 1):
    a = words[i]
    b = words[i + 1]
    j = 0
    while j < len(a) and j < len(b) and a[j] == b[j]:
        j += 1
    if j == len(a) or j == len(b):
        if len(a) > len(b):
            print('No')
            sys.exit(0)
        continue
    if a[j] > b[j]:
        graph[b[j]].append(a[j])
        indegree[a[j]] += 1
    else:
        graph[a[j]].append(b[j])
        outdegree[a[j]] += 1
        capital[a[j]] = 1
queue = [i for i in range(1, m + 1) if indegree[i] == 0]
heapify(queue)
while queue:
    u = heappop(queue)
    for v in graph[u]:
        indegree[v] -= 1
        if indegree[v] == 0:
            heappush(queue, v)
    if capital[u] and outdegree[u]:
        print('No')
        sys.exit(0)
print('Yes')
print(sum(capital))
for i in range(1, m + 1):
    if capital[i]:
        print(i, end=' ')
","from collections import defaultdict, deque

def main():
    n,m = map(int, input().split())
    cap = [None]*(m+1)
    same_cap = defaultdict(list)
    q = deque()

    def apply_cap(a, c):
        if cap[a] is not None:
            return cap[a] == c
        q.append((a,c))
        while q:
            b = q.pop()
            if b[1] == c:
                if cap[b[0]] is None:
                    cap[b[0]] = c
                    q.extend(same_cap[b[0]])
                    same_cap[b[0]] = []
                elif cap[b[0]]!=c:
                    return False

        return True

    def same(a,b):
        same_cap[b].append((a,True))
        same_cap[a].append((b,False))

        if cap[a] == False:
            return apply_cap(b, False)

        if cap[b] == True:
            return apply_cap(a, True)

        return True

    def process(p,c):
        lp = p[0]
        lc = c[0]
        for i in range(1, min(lp,lc)+1):
            if p[i]>c[i]:
                return apply_cap(p[i], True) and apply_cap(c[i], False)
            if p[i]<c[i]:
                return same(p[i], c[i])
        return lp<=lc

    p = list(map(int, input().split()))
    for i in range(n-1):
        c = list(map(int, input().split()))
        if not process(p, c):
            print ('No')
            break
        p = c
    else:
        print ('Yes')
        res = []
        for i,b in enumerate(cap):
            if b:
                res.append(i)
        print(len(res))
        print(' '.join(map(str,res)))

main()",text_b
3980,"def solve(n):
    a = [0]*(n+1)
    b = [0]*(n+1)
    for i in range(n+1):
        a[i] = i
    for i in range(n, -1, -1):
        if b[i] == 0:
            j = i
            while a[j] != i:
                b[j] = a[j]
                j = a[j]
            b[j] = i
    return sum(b), b

n = int(input())
m, b = solve(n)
print(m)
print(*b)
","n = int(input())
p = [i for i in range(n + 1)]

k = 1
while(2 * k <= n):
  k *= 2
m = n + 1
while m > 0:
  while k >= m:
    k //= 2
  for i in range(m - k):
    if k - i - 1 >= 0:
      p[k + i], p[k - i - 1] = p[k - i - 1], p[k + i]
  m = k - i - 1

print(n * (n + 1))
print(' '.join(map(str, p)))",text_b
